tweet,label,label_id,jumlah_kata,panjang_karakter
bacoot kadrun memang bangsat,anger,0,4,28
bangsat masih berani main sosmed,anger,0,5,32
ajarkan kepada anak lelaki tolong opininya jangan kelewat tolol,anger,0,9,63
kamu nyinyirn ku sama antek antek iya berharap ku marah tenang ku punya jurus jitu ku balas pakai solawatan dzolim kesal sendiri kan hahaha,anger,0,24,139
tidak perlu kaget kalau tiba tiba saya jadi benci sama saudara saya dasar orang tidak tahu diri benalu kacang lupa kulit bajingan sama saudara sendiri,anger,0,25,150
hahah bangsat,anger,0,2,13
tertawa tuh kamu saja tahu definisi adik tidak sih kamu ilah bikin emosi,anger,0,13,72
menonton sis masih on going emosi terus iya sekarang nntonnya sudahlah mengikuti saja,anger,0,13,85
kenapa agama yang lurus dari tuhan yme bisa menjadi bengkok hingga bermacam bermacam sebabnya karena ada orang orang bodoh dan sesat seperti itu sudah banyak dari zaman dulu namun motifnya tetap sama yaitu untuk kepentingan perut dan sekitarnya,anger,0,38,244
dapat mimpi kok mendukung keparnoan bangun bangun bangsat sekali sebal au ah lebih baik tidak perlu tidur apa iya,anger,0,19,113
haah belajar chargeman a1 sekali kerja amik former kat kilang jadi worker dengan orang atas yang kejap okay kejap tidak okay anak ikut cakap dia macam kerja tidak pernah siap kimak semua kerja siap tapi bodoh anak memekak juga baruah,anger,0,40,233
woii bodok kalau semua komplain beropiniberargumenberpendapat dan kawan-kawan mngenai kbijakan pemerintah buat apa pileg dlakukn bodoh di pelihara kamu lakukan itu bahkan buat anggota legislatif terhormat itu makan gaji buta tolol pendapatan aggota dewan itu gaji umr tiap bulan,anger,0,39,278
terserah dan masa bodoh jika kamu tidak suka atau bahkan membenciku rasa kesalku belum juga hilang,anger,0,16,98
jangan sampai rakyat benci,anger,0,4,26
saya kira di menfess sebelumnya kamu mau ngejokes ternyata bodoh benaran kamu tidak tahu definisi adik atau bagaimana semua orang nyebut saudara kandang yang lebih mudanya iya adik tidak perlu suruh suruh orang buat mengaku deh kamu saja yang mikir begitu bodoh tidak jelas kamu,anger,0,45,278
marah btol abang,anger,0,3,16
auto belit apa memang ah dia orang marah bila kena kencing oleh gov india indira gandhi gunakan perkara ini sebagai peluang untuk politikus dia itu yang menyebabkan ltte bunuh indira gandhi kok pergi baca sejarah kenapa ltte itu diwujudkan tidak sama langsung macam taliban,anger,0,44,273
cok pagi pagi dibuat emosi,anger,0,5,26
bersabar dengan emosi yang ada di dalam diri ini,anger,0,9,48
benci tasik benci jakarta,anger,0,4,25
sepertinya opung masih dendam bu,anger,0,5,32
aduh bangsat ganteng sekali lagi ini orang,anger,0,7,42
paling benci kalau lagi diam terus panik sendiri tidak tahu bingung kenapa,anger,0,12,74
kalau cerita kat laki saya pasal mimpi malam tadi mesti kena marah,anger,0,12,66
bangsat ntarnta pasti menangis tertawa pengecut nada tolol mati saja kamu,anger,0,11,73
bodoh punya statement baik lagi minum arak melacur main judi baru betul thrill,anger,0,13,78
mengaku saja lah bodoh mengajak mengajak tidak nder yang nganggep adik cuma anak kecil kamu saja,anger,0,16,96
tidak jadi soft bahkan emosi,anger,0,5,28
kamu jangan bikin saya marah,anger,0,5,28
jarina hasebe hobi ngomel dan marah marah,anger,0,7,41
capai lagi puasa ada saja yang dibikin marah iya itu,anger,0,10,52
anjinglah brengsek bangsat,anger,0,3,26
emosi iya,anger,0,2,9
tahulah anak luah kat siapa terasa bodoh gila,anger,0,8,45
benci juga karakternya cheol mirip itu sudah kelihatan han sakit hati kenapa harus ditegesin dulu baru peka tidak mempermasalahkan his feeling towards nu tapi the way he treated han that i hate the paling dipermainkan sekali tertawa jerk,anger,0,38,237
poin okelah poin selanjutnya itu lho saya cowok saja marah bacanya,anger,0,11,66
kenapa kamu yang emosi,anger,0,4,22
iya kalau mau poligami ikuti sunah rosul tunggu istri pertama meninggal dulu dan kamu nikah sama nene nene yang sudah tua dan miskin buat diurus bukan mau enak iya saja tolol,anger,0,31,174
betul orang cakap kalau tidak bodoh bukan namanya,anger,0,8,49
kalau bad day sangat pun takde hak anak emosi kat orang lain tidak professional,anger,0,14,79
pagi pagi bangun sudah fucked up bodoh,anger,0,7,38
percaya tapi benci saya kalau suka diam saja tidak mengomong langsung mirip saya tidak gigit elah dan kamu cowok yang gentle dong masa kalah sama gentle jen,anger,0,27,156
akhirnya bangun siang tapi sih bodoh ini tidak solat subuh,anger,0,10,58
saya purapura tidak tahu saja kebohonganmu yang terhakiki entahlah saya purapura bodoh saja nanti juga akan ketahuan sendiri biar waktu yang menunjukkannya,anger,0,22,155
tetap saja namanya selingkuh kok iya tolol sekali kakean alasan,anger,0,10,63
nah ini yang saya saya sih saja lah lihat sih bright sama itu soalnya mirip phinong sekali tapi yang saya benci kalau mirip begitu suka ngelunjak anjr fan iya mana ngejelekin iwin lagi terus pasti sudah mirip berasa real sekali padahal hanya fanservice,anger,0,43,252
saya dendam sama itu dua orang itu,anger,0,7,34
sange sama perempuan lain puasa tahan diri jaga pandangan bukan poligami bangsat kamu miskin tapi gegayaan poligami tuh bagaimana ceritanya nanti istri jelek tidak keurus karena kamu tidak kasih duit langsung ditinggalin heran saya kenapa lakilaki punya otak tidak dipakai sudah,anger,0,41,278
dulu waktu sampai saya jengkel sekali sama ibu saya mau pergi naik bus dari jombang ke bojonegoro jawa timur pakai diantar ke terminal bus padahal pinginnya naik angkot saja,anger,0,29,173
eh bukan jadi mangsa maki atau kena marah but concerned pasal tidak bercakap tetiba,anger,0,14,83
tolong jangan benci fany fany baikbaik kok tidak makan orang kok,anger,0,11,64
gabole marah nanti cepett tua,anger,0,5,29
sih gwinam kayaknya dia punya keinginan hidup yang tinggi kan ada dendam sama chongsan,anger,0,14,86
permulaan yang bangsat untuk febuari,anger,0,5,36
baca komentarnya sungguh menguras emosi asu,anger,0,6,43
lagi sih kemarin siapa sih yang memilih ini gubernurr wong dudul koyok ngene,anger,0,13,76
kata mama harus baik sama orang lain tapi kalau orang itu ngelunjak ya sudah diamkan saja tapi saya orangnya tidak tega an jadi iya begitu jatohnya bahkan tolol ngebantuin orang yang tidak bisa usaha sendiri,anger,0,35,207
bahkan ada dari tweet yang maksudnya supportive parahnya tuh tidak dibarengi dengan bertanya baikbaik atau diskusi tapi langsung ngegas benerbener jadi ruang marahmarah saja,anger,0,24,173
iya itu benci sekali makin hari ada saja peraturan tidak jelas mirip begini huhu,anger,0,14,80
jangan lah marah dia lesen pun dia takde lagi itu,anger,0,10,49
ibu yang darah tinggi andin makk kenapa mamak yang marah marah lanjutkan makk,anger,0,13,77
tolol namanya adik tidak harus anak kecil adik iya yang posisi lahirnya setelah kakak mau jecil atau gede tidak ada urusan dongo,anger,0,22,128
bangsat benar karena pelakunya adalah guru yang seharusnya mengayomi,anger,0,9,68
diorang ini semua sudah lama anak borak dengan kamu tidak fun kata diorang kalau tidak dengar kamu buat lawak bodoh satu hari itu dulu lah jepp tertawa kitorang dengar kamu tengah on satu projek big project semua bercakap pasal kamu jo takde lah benda takde pape lagi,anger,0,47,267
tiati bodoh benaran,anger,0,3,19
marah terus kamu cepat tua mampus,anger,0,6,33
bloon mana ada yang mau kalah memang bodoh anjing,anger,0,9,49
mun sepatah ku becakap kamu utuk baik kakak perempuan ku diam pastu kamu marah pulang saya diam tidak paham,anger,0,19,107
saya benci kamu,anger,0,3,15
contoh orang tolol bin dongok,anger,0,5,29
selama perintah suami tidak melanggar syariat hormat tapi tidak tolol makanya islam buat orang yang mau berpikir,anger,0,17,112
haha khas buzzerp jokowi menuduh orang mau dituduh marah,anger,0,9,56
lah bodoh itu all of us are dead kali gwinam,anger,0,10,44
saya macan marah,anger,0,3,16
bangsat sekali,anger,0,2,14
padahal saya stay di lokasi juga dianggurin tertawa buat apa kamu ngehire orang luar kalau mirip begini ceritanya tolol jadi tidak ingin saya duitnya mereka tidak jelas sekali bikin stres saja padahal mah iya tinggal membereskan saja sih proyek sudah selesai juga dibikin pusing amat,anger,0,45,283
tolong leon jangan sampai terbawa emosi iya,anger,0,7,43
benci sekali saya sama ini orang,anger,0,6,32
makanya pada mengaji yang benar biar tidak bodoh,anger,0,8,48
ledik jancuukk kotoran anjingg setann tolol babi monyett,anger,0,8,56
supaya generasi yang sekarang jadi bodohkan mudah di begoin,anger,0,9,59
atheis punya rasa benci mengira umat beragama saja lalu apa bedanya,anger,0,11,67
terus hubungane opo bangsat,anger,0,4,27
bangsat ngagetin saja,anger,0,3,21
emosi terus mirip ahok,anger,0,4,22
pebenda lah orang penuh dengan emosi last episode time itu juga dia anak sumbat,anger,0,14,79
saya benci hari sabtu,anger,0,4,21
gataugue benci sekali,anger,0,3,21
suka ini yang bikin emosi begini jadi tag saya dong kack,anger,0,11,56
aneh sekali bodoh kamu,anger,0,4,22
jujur shock di bagian bangsatnya sih biasanya kayaknya drake saja tidak sampai bangsat,anger,0,13,86
we ustzh marah sebab takde orang masuk kelas pai lepastu rupanya dia yang salah masuk link,anger,0,16,90
buat dan kalau mau menyerang pemerintah itu janjian dulu gitukeliatan pada bodoh iya kalau begini,anger,0,15,97
saya bukan paling mulia tapi saya manusia normal yang jijik lihat kaum homo lagipula di agama di larang tolol masih saja kamu ngeyel kalau kamu masih belum benar jangan sekali kata kata kamu mirip kamu sudah benar saja homo,anger,0,39,223
iya allah marah betul menjenguk video ini,anger,0,7,41
semangat walaupun dalam hati berkata bangsat,anger,0,6,44
sebb itu kalau orang orang macam ini anak jalan saya buat kali tahu je selamba je jalan kamu kali deh hak anak halang halang jalan orang kecuali ambulans bodoh,anger,0,29,159
aneh tidak sih padahal dia lebih sering keluar berdua diemdiem tidak mengajak saya tapi saya tidak ada marah sama sekali krnapa giliran saya meminta tolong buat ditemani beli sesuatu dianya marah anjim aowkaowkaow padahal kan skornya juga kalau dipikirpikir,anger,0,39,257
hiyahiyahiya terpesona ku pada pandangan pertama dan tidak kuasa menahan emosi,anger,0,11,78
dipakai untuk acara pernikahan tuh bodoh kunjungi ke jangan cuma main jempol saja kamu keree tidak punya ongkos saya bayarin sudah saya mah begitu orangnya,anger,0,25,155
padahal yang suka marah marah itu kamu,anger,0,7,38
bukan pens manchester united namanye kalau tidak ikut ikutan tolol,anger,0,10,66
aa maaf pagi pagi bahkan marah marah,anger,0,7,36
asli asli tolol sekali saya yaampun,anger,0,6,35
kamu yang tolol anjing,anger,0,4,22
marah terus perasaan,anger,0,3,20
bodoh betul tidak lah check orang yang xcden itu dulu,anger,0,10,53
entah tolol benaran atau purapura tolol yang masih butuh informasi tentang saya ketika semua akun sosial saya terbuka untuk umum,anger,0,20,128
makanya anjing saya emosi kesal sekali nontonnyaa,anger,0,7,49
benar tapi juga bikin kesal lama lama lihat mukanya,anger,0,9,51
main pakai first e pon kalah tidak dengan kelab bodoh apa bala lah mu ini,anger,0,15,73
bodoh sekali tidak sih,anger,0,4,22
pagi pagi kok sudah emosi,anger,0,5,25
iya bagaimana iya bangsat iya begitu gasii,anger,0,7,42
tidak jadi deh saya mau kak mark saja biar kamu emosi,anger,0,11,53
jangan biarkan satu hal yang bodoh menghancurkan kebahagiaan kamu seharian,anger,0,10,74
lah ngapa jadi bawa surabaya saudara laki-laki pada hakikatnya sah sah saja apabila ada orang yang muji maupun benci asal alasannya konkret dan tidak munafik mengomong apa mengasih gambar apa jaka sembung bawa kembang tidak menyambung sayang,anger,0,37,241
saya punya facebook coba buka bem ternyata sama saja banyak virus adm wabahnya nyebar ini manusia bodoh perlu banyak didikan sampai urat malu putus kurang didikan,anger,0,26,162
orang bodoh jadi ustad pengikutnya jadi bodoh semua,anger,0,8,51
khai kamu bodoh sekali tolol brengski oon gblok saya ksel sekali saya kesell,anger,0,13,76
terbawa emosi,anger,0,2,13
dari awal tidak suka karakternya nu kenapa dia bisa seserakah itu dan bodoh sekali segitu butanya this is i called him a jerk,anger,0,23,125
mu tolol,anger,0,2,8
rasa macam terlalu bodoh untuk law ini ambil course lain lagi lah bodo keje grab je lah,anger,0,17,87
emosi sekali kalau ada yang bilang cakap harus putih makan taii,anger,0,11,63
anjing bsbsnya mimpi iparku ternyata jelmaan siluman babi iya tapi kalau dipikir dipikir ada korelasinya sih sama sikap sifat dan tingkah lakunya yang tidak layak disebut manusia cok baru kali ini saya bisa benci sekali sama manusia,anger,0,37,232
sudah bodoh sudah relax nanti sendiri sakit,anger,0,7,43
kamu yang menganggap poligami adalah solusi dari perzinaan oiya dan tidak semua laki laki mau poligami juga poligami tidak gampang banyak orang yang benci poligami karena manusia manusia mirip kamu ingat iya tanggung jawab poligami itu berat,anger,0,37,241
pickaw punya dendam mirip iya,anger,0,5,29
ayah melarang anak istri nunjukin rasa jengkel also ayah kalau jengkel nada mengomongnya ketus banting pintu narok barang kasar,anger,0,19,127
sih bodoh meminta monthly salary tidak ngitung dulu kalau diannual ternyata sama saja sana sama sini pas di approved bingung kelabakan,anger,0,21,134
mungkin dia pengikut pimpinan pesantren yang cabul itu makanya bisa bikin opini se tolol begitu,anger,0,15,95
bodoh anjing,anger,0,2,12
bapak pengkhianat negara bergaduh dengan bapak songlap negara sudah tikam belakang anak jadi good cop pula lawak bodoh,anger,0,18,118
diselingkuhin mereka belum sampai pacaran sih tapi main belakang saja diam diam begitu tapi tidak mulus bodoh sekali mereka pdktnya jadi ketauannya cepat,anger,0,23,153
anjr kesal sekali sama yang suka curi semangat ashh semoga lancar jadi bisa di tadi punya sih pencuri mana judulny dari yang keren jadi hanya bridge tree fragment,anger,0,28,162
sabar sabar tidak boleh marah,anger,0,5,29
mestinya yang benci pemerintah di obatin sampai sembuhtdk hanya covidnya yang sembuh tapi sakit hatinya juga sembuh,anger,0,17,115
jangan main klarinet jangan pernah melambaikan lampu senter ke depan dan ke belakang terlalu cepat itu dianggap undangan jangan pernah berhenti menatap sekitar jangan makan keju kecuali yang kotak jangan pakai topi sombrero jangan pakai baju bodoh,anger,0,37,247
bangsat sudah ini,anger,0,3,17
yang no izinkan suami berpoligamiuntuk mencegah perzinahan aduh bodoh sekali iya jadi orang jadi selama ini pernikahan itu zina begitu dan poligami itu bagus dianjurkan diagama begitu helloww diagama tidak ada tuh kontol harus lubang bajingan bangsat kamu,anger,0,38,255
sudah emosi og dari tadi,anger,0,5,24
sayang bagaimana cara mainin perasaan cowok dan nantinya sih cowok mirip menyesal sudah meninggalkan cewenya begitu kata temenku sih begitu biar berpikir sih cowonya meninggalkan sih kali adalah pilihan bodoh,anger,0,30,208
kalau menaksir ada sih nder cuma setiap mau dideketin saya selalu mengasih lampu merah jadi pada mundur sendiri sendiri saya disuruh sekolah dulu sama orang tua saya benci penolakan maka dari itu saya kasih lampu merah saja daripada pas menembak saya tolak saya takut mereka sakit hati,anger,0,47,285
kotoran saya benci twitter suka ke refresh sendiri bangsaat padahal tadi ada tweet lucu jadi tidak kebaca,anger,0,17,105
konyol bodoh,anger,0,2,12
boleh benci tapi jangan bodoh,anger,0,5,29
salah sendiri baperan tolol,anger,0,4,27
sudah hari ke pun masih kena marah pasal panadol,anger,0,9,48
bangsat benar juga,anger,0,3,18
ingin kelihatan pintar tapi tolol,anger,0,5,33
tolol sekali nilo jilat kotoran sebdiri guwvtakut sih bayangkan omar marahh eumm,anger,0,12,80
cinta emyuu tolol sumpah,anger,0,4,24
nah ini satu lagi cebong tolol nongol,anger,0,7,37
kalau mau di suruh mati berarti kamu tolol,anger,0,8,42
oh pantas orang mengakui bodoh og panjang umur dualisme,anger,0,9,55
mereka ini tidak pernah lihat orang negro apa iya rasis sekali bangsat,anger,0,12,70
saya benci dimana setiap saya mulai suka sama orang kenapa orang itu seakanakan menghindar,anger,0,14,90
biarkan marah sekali saya kali ini,anger,0,6,34
pagi tiba tiba baca banyak berita di cebong ngamuk ngamuk dan cari banyak alasan tentang dewa iya tidak di hargai luhut saat pidatocebong menghibur diri pura pura bahagiacebong cebong bodoh idiot kalian itu permanentmentang mentang gratis kamu ambil semua bodoh nyaidiot,anger,0,41,270
lagunya sakusa habis diputuskan atsumu habis itu misuhin lagu yakali anjing saya bisa benci kamu yakali anjing saya cari yang baru saya maunya kamu tidak yang baru tidak dengan benci kamu,anger,0,31,187
soalnya dari kecil sudah dicekokin kalau yang cakap itu yang kulitnya putih alias tolol,anger,0,14,87
kesal sekali anjing pagi pagi sudah ribet kamu bangsat,anger,0,9,54
bodoh,anger,0,1,5
jengkel sekali sama call centernya buru buru sekali closing iya padahal masalah belum selesai parah oia kan sicepat namanya,anger,0,19,123
kegaduhan yang ditimbulkan dan efek demo bersilit silitnya sampai sekarang tidak hilang hilang meski pada akhirnya mereka marah karena kecewa jebul sing didukung bahkan pada dadi mentri kabeh,anger,0,28,191
janji dapat dedak bodoh pun bodoh lah,anger,0,7,37
ini yang kelimaa anjing sial terus dalam seminggu bangsat nanti besok apa lagi ini taiik,anger,0,15,88
sudah banyak masyarakat yang tahu gerakgerik pembohong penjual dalil sih bangsat provokator pemecah belah anak bangsa memang polisi harusnya menjebloskan bui bajingan janji,anger,0,23,172
meminta anak makan macam macam meminta lah suami kok meminta orang lain suruh beli pula bodoh,anger,0,16,93
bodoh lah takda flight terdekat,anger,0,5,31
masih pagii tahan jangan emosi,anger,0,5,30
bisabisanya mark tidak calling saya marah,anger,0,6,41
manchester united yang kalah kok saya yang emosi iya,anger,0,9,52
saya yakin mereka bakal jengukin sih tapi kita tidak tahu iya mereka mau share apa tidak yang penting jam tidak sendirian lagi ah copit bangsat meminta maaf kamu bikin mimi sakit dan sndirian,anger,0,33,191
hukum bangsat hanya buat bangsat,anger,0,5,32
lagi ramai kalau suami boleh pukul istri iya kalau pukul bercanda tidak bikin lebam saya sih biasa saja tapi saya tipe orang yang tidak suka disakitin jadi kalau saya dipukul kupukul balik soalnya sayah semasa hidup tidak pernah pukul saya marah saja tidak pernah karena saya anak satu satunya,anger,0,49,293
bodoh sekali sudah checkout maybelline lupa pilih hadiah,anger,0,8,56
tidak mau eskrim mau balas dendam sama om jev anjing maaf kak esmosi jiwa tidak apa apa lagi om jevan shibal,anger,0,21,108
di satu sisi kalopun memang proses kemarin saya gagal saya tidak apa-apa sekali minum obat lagi yang penting selesai please sekali saya sudah benci sekali di situasi di mana saya hanya keep rasa sakit sendiri dan saya susah kemana mana benci sekali,anger,0,42,248
dari match competitive yang menang cuma tolol lebih baik uninstall lagi saja sudah memang tidak berbakat,anger,0,16,104
saya masih jengkel iya sama teman teman sekelompok saya,anger,0,9,55
slogan itu sudah boleh buang ganti dengan semua polis adalah bangsat,anger,0,11,68
wkwkakak faker tolol ye,anger,0,4,23
setelah kucing saya sudah di steril selama hari itu sudah dikurung dirumah dan hari ini kabur dong main lagi ke rumah sih tetangga sinting ini langsung saya kejar eh berharap tidak ketemu dia tahu tahu bahkan sapaan ketemu amnjing benar sudah bangsat,anger,0,42,250
baru juga reda emosi iya sudah emosi lagi,anger,0,8,41
maaf abang saya paling benci kalau ada yang bilang dia lebih capai dari saya,anger,0,14,76
masih pagi sudah marah marah saja,anger,0,6,33
frik ambis tidak jelas malas saya merasa bodoh tidak bisa nyimbangin asu kesannya jelek terus saya padahal rata rata sudah oke,anger,0,21,126
jangan buat saya spill kamu di iya anjing saya sudah sabar sudah sudah ganti username tapi kamu kayaknya memang mencari ribut sama saya iya cewek bangsat,anger,0,26,153
tahu apa yang buat saya marah lagi baca au ke out sendiri,anger,0,12,57
bodoh sekali kenapa maksa iya,anger,0,5,29
iya sayang menanyakan hal bodoh hahaha,anger,0,6,38
parah bangsat sekali iya planga plongo dongo beleng beleng bangsat bangsat yang cara makan dari menghiaap darah orang dan nyawa orang,anger,0,21,133
genius kang taehyun bahagia birthday anak lanang sehat terus jangan sakit kalau sakit saya marah kangen tyunn sulap juga ingin tyunn ada konten masak terus upload di begitu,anger,0,28,172
kenapa sih saya bahkan download valorant lagi tolol,anger,0,8,51
ini sume sebab rakyat bodoh tapi pilih lagi orang yang menyusahkan rakyat itu watpe asal melayu isle itu betul lah hanggok hang,anger,0,22,127
jujur saya malu jadi orang indonesia kok bisa tinggal senegara sama orang orang bodoh mirip begini semua,anger,0,17,104
awan kamu dendam sama saya mengomong wan,anger,0,7,40
lagi kesal gara gara kelompok,anger,0,5,29
bilangnya realistis butuh duit sebenarnya lebih ke oke saya cari yang banyak duit begitu tidak sih orang materialistis tuh iinget segalanya butuh uang tapi uang bukan segalanya agak emosi memang sis kalau sok sok realistis tapi ternyata materialistis,anger,0,38,250
saya benci sama kamu,anger,0,4,20
kenapa pagipagi begini sudah ada yang bikin emosi,anger,0,8,49
tolol,anger,0,1,5
karena saya egois dan bodoh,anger,0,5,27
setan kribo ini model 2nya mirip sih murtad saefudin ibrahim yang sekarang pendeta yang selalu mendeskriditkan islamsi setan kribo kalau mau murtad murtad saja sekalianjd umat islam cuma bikin masalah an nebar fitnahklo pemahaman agama islamnya dia benar tidak mirip begini narasi sih bangsat ini,anger,0,45,296
masih pagi saya sudah emosi,anger,0,5,27
ternyata saya di block sama cowok kira di ig gara gara dia pas meminta foto yang aneh ke saya terus saya tolak lagi meminta foto yang aneh terus dikata saya bodoh apa,anger,0,32,166
anak cucu para bangsat bangsa,anger,0,5,29
hal yang paling saya benci dari sebuah proses adalah menunggu dan lebih menyakitkan adalah menunggu hasil di kala badan masih belum membaik capai sekali tiap hari harus bergantung sama ibuprofen dan obatobat lainnya biar sakitnya berkurang,anger,0,36,239
menghindari perzinahan kok poligami sih tolol sekali bodoh makanya titit iya tidak perlu gatal lihat perempuan tetangga,anger,0,17,119
marah,anger,0,1,5
emosi saya emosi asu,anger,0,4,20
